main-captions	MSRvid	2012test	0001	5.000	Um avião está decolando.	Um avião de aerona está decolando.
main-captions	MSRvid	2012test	0004	3.800	Um homem está tocando uma flauta grande.	Um homem está tocando uma flauta.
main-captions	MSRvid	2012test	0005	3.800	Um homem está espalhando queijo ralado em uma pizza.	Um homem está espalhando queijo desfiado em uma pizza não cozida.
main-captions	MSRvid	2012test	0006	2.600	Três homens estão jogando xadrez.	Dois homens estão jogando xadrez.
main-captions	MSRvid	2012test	0009	4.250	Um homem está tocando o violoncelo.	Um homem sentado está interpretando o violoncelo.
main-captions	MSRvid	2012test	0011	4.250	Alguns homens estão lutando.	Dois homens estão brigando.
main-captions	MSRvid	2012test	0012	0.500	Um homem está fumando.	Um homem está patinando.
main-captions	MSRvid	2012test	0013	1.600	O homem está tocando piano.	O homem está tocando o violão.
main-captions	MSRvid	2012test	0014	2.200	Um homem está tocando em um violão e cantando.	Uma mulher está tocando um violão e cantando.
main-captions	MSRvid	2012test	0016	5.000	Uma pessoa está jogando um gato no teto.	Uma pessoa joga um gato no teto.
main-captions	MSRvid	2012test	0017	4.200	O homem bateu no outro homem com um graveto.	O homem espancou o outro homem com um graveto.
main-captions	MSRvid	2012test	0018	4.600	Uma mulher pega e segura um canguru bebê.	Uma mulher pega e segura um canguru bebê nos braços.
main-captions	MSRvid	2012test	0019	3.867	Um homem está tocando uma flauta.	Um homem está tocando uma flauta de bambu.
main-captions	MSRvid	2012test	0020	4.667	Uma pessoa está dobrando um pedaço de papel.	Alguém está dobrando um pedaço de papel.
main-captions	MSRvid	2012test	0021	1.667	Um homem está correndo na estrada.	Um cachorro panda está correndo na estrada.
main-captions	MSRvid	2012test	0022	3.750	Um cachorro está tentando tirar Bacon de suas costas.	Um cachorro está tentando comer o bacon nas costas.
main-captions	MSRvid	2012test	0025	5.000	O urso polar está deslizando na neve.	Um urso polar está deslizando pela neve.
main-captions	MSRvid	2012test	0026	0.500	Uma mulher está escrevendo.	Uma mulher está nadando.
main-captions	MSRvid	2012test	0028	3.800	Um gato está esfregando contra o rosto do bebê.	Um gato está esfregando contra um bebê.
main-captions	MSRvid	2012test	0029	5.000	O homem está montando um cavalo.	Um homem está montando em um cavalo.
main-captions	MSRvid	2012test	0030	3.200	Um homem derrama óleo em uma panela.	Um homem derrama vinho em uma panela.
main-captions	MSRvid	2012test	0031	2.800	Um homem está tocando um violão.	Uma garota está tocando um violão.
main-captions	MSRvid	2012test	0032	4.600	Um panda está deslizando para baixo em um slide.	Um panda desliza por um escorregador.
main-captions	MSRvid	2012test	0034	3.000	Uma mulher está comendo alguma coisa.	Uma mulher está comendo carne.
main-captions	MSRvid	2012test	0035	5.000	Uma mulher faz uma batata.	Uma mulher está descascando uma batata.
main-captions	MSRvid	2012test	0038	4.800	O garoto caiu de sua bicicleta.	Um garoto cai de sua bicicleta.
main-captions	MSRvid	2012test	0040	5.000	A mulher está tocando flauta.	Uma mulher está tocando uma flauta.
main-captions	MSRvid	2012test	0042	4.200	Um coelho está fugindo de uma águia.	Uma lebre está fugindo de uma águia.
main-captions	MSRvid	2012test	0044	4.200	A mulher está fritando uma costeleta de porco à milanesa.	Uma mulher está cozinhando uma costeleta de porco à milanesa.
main-captions	MSRvid	2012test	0046	4.000	Uma garota está pilotando uma pipa.	Uma garota correndo está pilotando uma pipa.
main-captions	MSRvid	2012test	0047	4.000	Um homem está montando um touro mecânico.	Um homem montou um touro mecânico.
main-captions	MSRvid	2012test	0048	4.909	O homem está tocando o violão.	Um homem está tocando um violão.
main-captions	MSRvid	2012test	0050	3.000	Uma mulher está dançando e cantando com outras mulheres.	Uma mulher está dançando e cantando na chuva.
main-captions	MSRvid	2012test	0052	2.400	Um homem está cortando um pão.	Um homem está cortando uma cebola.
main-captions	MSRvid	2012test	0053	4.200	Um homem está derramando óleo em uma panela.	Um homem está derramando óleo em uma frigideira.
main-captions	MSRvid	2012test	0054	3.400	Um leão está brincando com as pessoas.	Um leão está brincando com dois homens.
main-captions	MSRvid	2012test	0055	5.000	Um cachorro monta um skate.	Um cachorro está montando um skate.
main-captions	MSRvid	2012test	0056	3.750	Alguém está esculpindo uma estátua.	Um homem está esculpindo uma estátua.
main-captions	MSRvid	2012test	0057	2.750	Uma mulher está cortando uma cebola.	Um homem está cortando uma cebola.
main-captions	MSRvid	2012test	0058	5.000	Uma mulher descreve o camarão.	Uma mulher está descascando o camarão.
main-captions	MSRvid	2012test	0059	4.000	Uma mulher está fritando peixe.	Uma mulher está cozinhando peixe.
main-captions	MSRvid	2012test	0061	3.600	Uma mulher está tocando uma guitarra elétrica.	Uma mulher está tocando um violão.
main-captions	MSRvid	2012test	0062	1.600	Um bebê tigre está brincando com uma bola.	Um bebê está brincando com uma boneca.
main-captions	MSRvid	2012test	0064	1.750	Uma pessoa está cortando um tomate.	Uma pessoa está cortando um pouco de carne.
main-captions	MSRvid	2012test	0065	5.000	Uma pessoa corta uma cebola.	Uma pessoa está cortando uma cebola.
main-captions	MSRvid	2012test	0068	1.000	Um homem está tocando piano.	Uma mulher está tocando violino.
main-captions	MSRvid	2012test	0069	1.000	Uma mulher está tocando flauta.	Um homem está tocando violão.
main-captions	MSRvid	2012test	0070	2.375	Um homem está cortando uma batata.	Um homem está cortando cenouras.
main-captions	MSRvid	2012test	0071	3.800	Uma criança está tocando violão.	Um menino está tocando um violão.
main-captions	MSRvid	2012test	0072	3.200	Um menino está tocando violão.	Um homem está tocando um violão.
main-captions	MSRvid	2012test	0073	3.200	Um homem está tocando violão.	Um menino está tocando um violão.
main-captions	MSRvid	2012test	0075	4.400	Um menino está tocando um teclado.	Um menino está jogando tabuleiro de chave.
main-captions	MSRvid	2012test	0077	3.750	Um homem está tocando um violão.	Um homem está tocando uma guitarra elétrica.
main-captions	MSRvid	2012test	0078	4.750	Um cachorro lambe um bebê.	Um cachorro está lambendo um bebê.
main-captions	MSRvid	2012test	0080	3.200	Uma mulher está cortando uma cebola.	Um homem está cortando e cebola.
main-captions	MSRvid	2012test	0081	1.556	Um homem está tocando violão.	Um homem está tocando bateria.
main-captions	MSRvid	2012test	0083	3.938	Uma mulher está cortando uma pimenta.	Uma mulher está cortando uma pimenta vermelha.
main-captions	MSRvid	2012test	0084	5.000	Um homem está tocando bateria.	Um homem toca o tambor.
main-captions	MSRvid	2012test	0085	5.000	Uma mulher monta um cavalo.	Uma mulher está montando um cavalo.
main-captions	MSRvid	2012test	0086	4.000	Um homem está comendo uma banana por uma árvore.	Um homem está comendo uma banana.
main-captions	MSRvid	2012test	0087	1.600	Um gato está tocando um tabuleiro de chaves.	Um homem está jogando dois teclados.
main-captions	MSRvid	2012test	0089	4.750	Um homem corta uma árvore com um machado.	Um homem cortou uma árvore com um machado.
main-captions	MSRvid	2012test	0090	3.500	Uma criança brinca com um telefone de brinquedo.	Um menino brinca com um telefone de brinquedo.
main-captions	MSRvid	2012test	0093	1.400	Um homem está montando uma motocicleta.	Um homem está montando um cavalo.
main-captions	MSRvid	2012test	0094	1.400	Um homem está montando uma motocicleta.	Um homem está montando um cavalo.
main-captions	MSRvid	2012test	0099	4.000	Um esquilo está girando em círculos.	Um esquilo corre em círculos.
main-captions	MSRvid	2012test	0101	5.000	Um homem e uma mulher estão se beijando.	Um homem e uma mulher se beijam.
main-captions	MSRvid	2012test	0102	3.833	Um homem está entrando em um carro.	Um homem está entrando em um carro em uma garagem.
main-captions	MSRvid	2012test	0104	0.600	Um homem está dançando.	Um homem está falando.
main-captions	MSRvid	2012test	0105	2.917	Um homem está tocando violão e cantando.	Um homem está tocando violão.
main-captions	MSRvid	2012test	0106	4.200	Uma pessoa está cortando cogumelos.	Uma pessoa está cortando cogumelos com uma faca.
main-captions	MSRvid	2012test	0108	2.000	Um filhote de tigre está emitindo um som.	Um tigre está andando por aí.
main-captions	MSRvid	2012test	0109	2.600	Uma pessoa está cortando cebolas.	Uma pessoa está descascando uma cebola.
main-captions	MSRvid	2012test	0110	1.600	Um homem está tocando piano.	Um homem está interpretando a trombeta.
main-captions	MSRvid	2012test	0111	2.000	Uma mulher está descascando uma batata.	Uma mulher está descascando uma maçã.
main-captions	MSRvid	2012test	0112	4.200	Um pankda está comendo bambu.	Um urso panda está comendo um pouco de bambu.
main-captions	MSRvid	2012test	0113	2.000	Uma pessoa está descascando uma cebola.	Uma pessoa está descascando uma berinjela.
main-captions	MSRvid	2012test	0114	4.800	Um macaco empurra outro macaco.	O macaco empurrou o outro macaco.
main-captions	MSRvid	2012test	0115	4.400	Um esquilo corre em círculos.	Um esquilo está se movendo em círculos.
main-captions	MSRvid	2012test	0116	5.000	Um homem está amarrando seu sapato.	Um homem amarra seu sapato.
main-captions	MSRvid	2012test	0117	3.000	Um menino está cantando e tocando piano.	Um menino está tocando piano.
main-captions	MSRvid	2012test	0118	4.250	Um cachorro está comendo melão de água.	Um cachorro está comendo um pedaço de melancia.
main-captions	MSRvid	2012test	0119	4.250	Uma mulher está cortando brócolis.	Uma mulher está cortando brócolis com uma faca.
main-captions	MSRvid	2012test	0120	3.800	Um homem está descascando uma batata.	Um homem descascou uma batata.
main-captions	MSRvid	2012test	0121	2.400	Uma mulher está tocando um violão.	Um homem toca um violão.
main-captions	MSRvid	2012test	0123	1.600	Uma mulher está cortando tomate.	Um homem está cortando cebola.
main-captions	MSRvid	2012test	0125	2.000	Um homem nada debaixo d'água.	Uma mulher está nadando debaixo d'água.
main-captions	MSRvid	2012test	0126	1.600	Um homem e uma mulher estão falando.	Um homem e uma mulher estão comendo.
main-captions	MSRvid	2012test	0129	4.000	Um cachorro pequeno está perseguindo uma bola de ioga.	Um cachorro está perseguindo uma bola.
main-captions	MSRvid	2012test	0130	2.200	Os homens estão jogando críquete.	Os homens estão jogando basquete.
main-captions	MSRvid	2012test	0131	4.400	Um homem sai em uma motocicleta.	Um homem está montando em uma motocicleta.
main-captions	MSRvid	2012test	0132	3.600	Um homem está tocando um violão.	Um homem está cantando e tocando um violão.
main-captions	MSRvid	2012test	0133	3.600	O homem falou ao telefone.	O homem está falando ao telefone.
